model_family,number,value,params_batch_size,params_dropout,params_embedding_dim,params_hidden_dim,params_learning_rate,params_num_heads,params_num_layers,params_weight_decay,state,user_attrs_mean_predicted_uplift,user_attrs_policy_gain_top10,user_attrs_policy_gain_top20,user_attrs_policy_gain_top30,user_attrs_positive_uplift_rate,user_attrs_qini_auc,user_attrs_resolved_params,user_attrs_treatment_response_auc,user_attrs_uplift_auc,params_C,params_class_weight,params_penalty
s_learner_logistic,10,-0.033741542546413004,,,,,,,,,COMPLETE,0.036074135620316035,0.0008011808626484001,0.0016007172947474953,0.0010796425229329712,1.0,-0.033741542546413004,"{'C': 0.012384284055354518, 'penalty': 'l2', 'class_weight': 'balanced', 'max_iter': 500}",0.9500450526138479,-0.0011043407545569665,0.012384284055354518,balanced,l2
s_learner_logistic,11,0.18597193583243252,,,,,,,,,COMPLETE,0.0011644212012413796,0.008531375696942664,0.004817001034281346,0.003371854330888737,1.0,0.18597193583243252,"{'C': 0.027084473711532556, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9485790335423525,0.0060257884841919815,0.027084473711532556,,l2
s_learner_logistic,12,0.18618596190298553,,,,,,,,,COMPLETE,0.0011315943854872353,0.008539050603324185,0.004830769880566296,0.0033576394031934586,1.0,0.18618596190298553,"{'C': 0.014586888858292254, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9487616462863155,0.00603282543571887,0.014586888858292254,,l2
s_learner_logistic,13,0.18581930236266422,,,,,,,,,COMPLETE,0.0011895702908779973,0.008499148414097376,0.004826838447874009,0.003371854330888737,1.0,0.18581930236266422,"{'C': 0.0700307724470562, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9484448240532493,0.006020763141664065,0.0700307724470562,,l2
s_learner_logistic,14,0.1857477011821156,,,,,,,,,COMPLETE,0.001201904411768557,0.008506807739131397,0.004830769880566296,0.0033692110648150878,1.0,0.1857477011821156,"{'C': 0.27471273284046194, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9483818048334802,0.006018406643627788,0.27471273284046194,,l2
s_learner_logistic,15,0.18626610262262067,,,,,,,,,COMPLETE,0.001119931387740885,0.008523696604820243,0.004828804416292635,0.0033541190484518537,1.0,0.18626610262262067,"{'C': 0.01243643121089768, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9488268206204076,0.006035456776438443,0.01243643121089768,,l2
s_learner_logistic,16,0.1858571121246478,,,,,,,,,COMPLETE,0.0011828576167445246,0.008506807739131397,0.0048229049975366724,0.003373615781960257,1.0,0.1858571121246478,"{'C': 0.04951551935964641, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9484783559979013,0.006022006990534425,0.04951551935964641,,l2
s_learner_logistic,17,0.1857498093352273,,,,,,,,,COMPLETE,0.0012015098668352647,0.008506807739131397,0.004830769880566296,0.0033692110648150878,1.0,0.1857498093352273,"{'C': 0.25151213611711914, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9483840620859225,0.006018476424863616,0.25151213611711914,,l2
s_learner_logistic,18,-0.03374716558113515,,,,,,,,,COMPLETE,0.03607224944799222,0.0008011808626484001,0.00160116521963953,0.0010796425229329712,1.0,-0.03374716558113515,"{'C': 0.011480003973744391, 'penalty': 'l2', 'class_weight': 'balanced', 'max_iter': 500}",0.9500451956072151,-0.0011045239644301749,0.011480003973744391,balanced,l2
s_learner_logistic,19,0.1857318928226375,,,,,,,,,COMPLETE,0.001204542941804387,0.008506807739131397,0.004830769880566296,0.0033692110648150878,1.0,0.1857318928226375,"{'C': 0.713171827114929, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9483677506282285,0.006017887505026728,0.713171827114929,,l2
s_learner_logistic,20,0.1859331684651153,,,,,,,,,COMPLETE,0.0011701813765090715,0.008546721328542707,0.0048189695274221366,0.003375376652449645,1.0,0.1859331684651153,"{'C': 0.03162653430393024, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9485453075352734,0.006024513913676022,0.03162653430393024,,l2
s_learner_logistic,21,0.1860525832096073,,,,,,,,,COMPLETE,0.0011527704404296684,0.008539050603324185,0.0048209375150849235,0.0033692110648150878,1.0,0.1860525832096073,"{'C': 0.020891024772432758, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.948644565359863,0.006028443086899502,0.020891024772432758,,l2
s_learner_logistic,22,0.18577814285054586,,,,,,,,,COMPLETE,0.0011965304909891778,0.00852211389033852,0.004830769880566296,0.003373615781960257,1.0,0.18577814285054586,"{'C': 0.12136864586132835, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9484096272572486,0.006019410570105399,0.12136864586132835,,l2
s_learner_logistic,23,0.18607496504280713,,,,,,,,,COMPLETE,0.00114930728336563,0.008539050603324185,0.004826838447874009,0.0033700922988351874,1.0,0.18607496504280713,"{'C': 0.019539074944174444, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9486638796782719,0.006029179823238526,0.019539074944174444,,l2
s_learner_logistic,24,0.1863146127158004,,,,,,,,,COMPLETE,0.0011126997528336786,0.008508325845009265,0.004828804416292635,0.0033532385968703445,1.0,0.1863146127158004,"{'C': 0.011372485068124303, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9488659803754473,0.006037048251014357,0.011372485068124303,,l2
s_learner_logistic,25,0.18635412991160005,,,,,,,,,COMPLETE,0.001106581265432999,0.008500634168133066,0.004828804416292635,0.0033541190484518537,1.0,0.18635412991160005,"{'C': 0.010592941007599234, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.948897908751622,0.006038349551816308,0.010592941007599234,,l2
s_learner_logistic,26,-0.03368440574889015,,,,,,,,,COMPLETE,0.0360916787721539,0.0008071812596360467,0.00160116521963953,0.0010801669074187385,1.0,-0.03368440574889015,"{'C': 0.049885716734735734, 'penalty': 'l2', 'class_weight': 'balanced', 'max_iter': 500}",0.950040088701237,-0.0011024770267035486,0.049885716734735734,balanced,l2
s_learner_logistic,27,0.18589300134368042,,,,,,,,,COMPLETE,0.001176280068885136,0.008539050603324185,0.0048189695274221366,0.0033744962897527377,1.0,0.18589300134368042,"{'C': 0.038341331827691255, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9485121024326042,0.006023189534775414,0.038341331827691255,,l2
s_learner_logistic,28,0.1863743652643075,,,,,,,,,COMPLETE,0.001103838166393936,0.008516013322372649,0.004830769880566296,0.0033532385968703445,1.0,0.1863743652643075,"{'C': 0.010273703800123097, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9489140772159486,0.006039013104189967,0.010273703800123097,,l2
s_learner_logistic,29,0.18577605898160993,,,,,,,,,COMPLETE,0.0011970169237351888,0.00852211389033852,0.004830769880566296,0.0033727351290222503,1.0,0.18577605898160993,"{'C': 0.1278647060190292, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9484074006462422,0.006019341987187588,0.1278647060190292,,l2
s_learner_logistic,30,0.18573344830672495,,,,,,,,,COMPLETE,0.0012042689139126835,0.008506807739131397,0.00483273484096107,0.0033692110648150878,1.0,0.18573344830672495,"{'C': 0.611994350135314, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9483693541967055,0.006017938816954439,0.611994350135314,,l2
s_learner_logistic,31,0.18637126666041234,,,,,,,,,COMPLETE,0.0011043523380737533,0.008508325845009265,0.004830769880566296,0.003352358000030431,1.0,0.18637126666041234,"{'C': 0.010332232685416018, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9489112582038487,0.006038910214698176,0.010332232685416018,,l2
s_learner_logistic,32,0.18635933639712318,,,,,,,,,COMPLETE,0.00110597265280566,0.008508325845009265,0.004826838447874009,0.0033532385968703445,1.0,0.18635933639712318,"{'C': 0.010520603312697736, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9489017082896697,0.006038519437783581,0.010520603312697736,,l2
s_learner_logistic,33,0.18638767959652625,,,,,,,,,COMPLETE,0.0011013819408983644,0.008508325845009265,0.004830769880566296,0.0033532385968703445,1.0,0.18638767959652625,"{'C': 0.010002031468126185, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9489263031488602,0.006039451101426569,0.010002031468126185,,l2
s_learner_logistic,34,0.18609718196925495,,,,,,,,,COMPLETE,0.001145593665968129,0.008539050603324185,0.004828804416292635,0.003373615781960257,1.0,0.18609718196925495,"{'C': 0.01826101017952583, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9486843073021841,0.006029911126050361,0.01826101017952583,,l2
s_learner_logistic,35,0.18594096677539332,,,,,,,,,COMPLETE,0.0011688310370607205,0.008539050603324185,0.0048209375150849235,0.003375376652449645,1.0,0.18594096677539332,"{'C': 0.030436114304034888, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9485527942594372,0.006024768920569953,0.030436114304034888,,l2
s_learner_logistic,36,0.18581682391689,,,,,,,,,COMPLETE,0.0011901344545510945,0.008499148414097376,0.004824871975044163,0.003371854330888737,1.0,0.18581682391689,"{'C': 0.07253574087505099, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9484423012416962,0.00602068071139253,0.07253574087505099,,l2
s_learner_logistic,37,-0.03372698661413915,,,,,,,,,COMPLETE,0.036079777731084346,0.0008059824441463302,0.0016007172947474953,0.0010796425229329712,1.0,-0.03372698661413915,"{'C': 0.016273099133089823, 'penalty': 'l2', 'class_weight': 'balanced', 'max_iter': 500}",0.9500437452459174,-0.0011038658834385856,0.016273099133089823,balanced,l2
s_learner_logistic,38,0.1859876780430689,,,,,,,,,COMPLETE,0.0011618275688506329,0.008523696604820243,0.004815032035395413,0.003371854330888737,1.0,0.1859876780430689,"{'C': 0.02542431913252895, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9485927404779977,0.006026305543106483,0.02542431913252895,,l2
s_learner_logistic,39,0.18588286226214162,,,,,,,,,COMPLETE,0.0011781441380865204,0.008539050603324185,0.004826838447874009,0.0033744962897527377,1.0,0.18588286226214162,"{'C': 0.040976134298890694, 'penalty': 'l2', 'class_weight': None, 'max_iter': 500}",0.9485022052488188,0.006022855313284187,0.040976134298890694,,l2
